emb_norm_mean,epoch,step,train_loss
0.25071439146995544,5,227,6.142728805541992
0.2622625529766083,5,230,6.158620357513428
0.2560788094997406,5,233,6.147486686706543
0.25458264350891113,5,236,6.134441375732422
0.2518453896045685,5,239,6.166869640350342
0.258090615272522,5,242,6.144956111907959
0.25909799337387085,5,245,6.13437557220459
0.26369792222976685,5,248,6.13344669342041
0.27243757247924805,5,251,6.170206546783447
0.26489052176475525,5,254,6.147982597351074
0.26490944623947144,5,257,4.798460960388184
0.26442211866378784,6,260,6.142563819885254
0.2717035114765167,6,263,6.1255693435668945
0.2772979438304901,6,266,6.153548717498779
0.2778623700141907,6,269,6.125569820404053
0.27822160720825195,6,272,6.146204471588135
0.2843923568725586,6,275,6.139245510101318
0.28513017296791077,6,278,6.145824432373047
0.2849835753440857,6,281,6.13588809967041
0.2930501401424408,6,284,6.133003234863281
0.2861884832382202,6,287,6.136209011077881
0.29370394349098206,6,290,6.115260124206543
0.29960358142852783,6,293,6.160697937011719
0.2933703064918518,6,296,6.141140937805176
0.29550209641456604,6,299,6.1477203369140625
0.30353230237960815,7,302,6.104640007019043
0.30308181047439575,7,305,6.098913669586182
0.30579230189323425,7,308,6.141364097595215
0.30315977334976196,7,311,6.120728492736816
0.3080653250217438,7,314,6.130857944488525
0.3137037456035614,7,317,6.132558345794678
0.31276342272758484,7,320,6.142279624938965
0.3161570727825165,7,323,6.1306352615356445
0.31389766931533813,7,326,6.130524158477783
0.307672917842865,7,329,6.138579845428467
0.3075966238975525,7,332,6.130006313323975
0.3128451704978943,7,335,6.122527122497559
0.31228944659233093,7,338,6.110140323638916
0.3157760202884674,7,341,6.0989837646484375
0.3156718909740448,8,344,6.142776012420654
0.323045551776886,8,347,6.116331577301025
0.3215086758136749,8,350,6.13279914855957
0.32318171858787537,8,353,6.138914585113525
0.32858535647392273,8,356,6.1209516525268555
0.33334237337112427,8,359,6.116884708404541
0.33246785402297974,8,362,6.116249084472656
0.3387117385864258,8,365,6.0768938064575195
0.34303390979766846,8,368,6.110047340393066
0.34399017691612244,8,371,6.117581367492676
0.3491932451725006,8,374,6.091529846191406
0.34880518913269043,8,377,6.144473075866699
0.3566466271877289,8,380,6.076763153076172
0.3593742251396179,8,383,6.120510578155518
0.3543129563331604,8,386,4.772363662719727
0.3614765405654907,9,389,6.134793281555176
0.36120283603668213,9,392,6.090649127960205
0.36023879051208496,9,395,6.093120574951172
0.3638521432876587,9,398,6.129976749420166
0.3683915436267853,9,401,6.100368976593018
0.36544373631477356,9,404,6.100062370300293
0.3724270164966583,9,407,6.097042083740234
0.37291669845581055,9,410,6.105424404144287
0.37586817145347595,9,413,6.092614650726318
0.37867963314056396,9,416,6.103280544281006
0.3865183889865875,9,419,6.0972747802734375
0.38773536682128906,9,422,6.1204142570495605
0.3832690715789795,9,425,6.1147942543029785
0.38277724385261536,9,428,6.1001057624816895
